001-TIME,002-PCoupled,003-PCoupledMoAv
0.2222221839999993E-007,0.9887642572727083E-010,-.7857186929715730E-010
0.2227138259999993E-007,0.9998344545833343E-010,-.7817770745442995E-010
0.2232054679999993E-007,0.1010834480093224E-009,-.7778285909437764E-010
0.2236971099999993E-007,0.1021763561784718E-009,-.7738734433553621E-010
0.2241887519999993E-007,0.1032620932614558E-009,-.7699118328817437E-010
0.2246803939999993E-007,0.1043405830577737E-009,-.7659439605328171E-010
0.2251720359999993E-007,0.1054117498751009E-009,-.7619700272156036E-010
0.2256636779999992E-007,0.1064755185356369E-009,-.7579902337241614E-010
0.2261553199999992E-007,0.1075318143798602E-009,-.7540047807295468E-010
0.2266469619999992E-007,0.1085805632741885E-009,-.7500138687697390E-010
0.2271386039999992E-007,0.1096216916132762E-009,-.7460176982396471E-010
0.2276302459999992E-007,0.1106551263270973E-009,-.7420164693810929E-010
0.2281218879999992E-007,0.1116807948859535E-009,-.7380103822728157E-010
0.2286135299999992E-007,0.1126986253046857E-009,-.7339996368205154E-010
0.2291051719999991E-007,0.1137085461486523E-009,-.7299844327468951E-010
0.2295968139999991E-007,0.1147104865381751E-009,-.7259649695817374E-010
0.2300884559999991E-007,0.1157043761533529E-009,-.7219414466520039E-010
0.2305800979999991E-007,0.1166901452399912E-009,-.7179140630719358E-010
0.2310717399999991E-007,0.1176677246132623E-009,-.7138830177332027E-010
0.2315633819999991E-007,0.1186370456633614E-009,-.7098485092950565E-010
0.2320550239999991E-007,0.1195980403600064E-009,-.7058107361745160E-010
0.2325466659999991E-007,0.1205506412571868E-009,-.7017698965365744E-010
0.2330383079999990E-007,0.1214947814982661E-009,-.6977261882844242E-010
0.2335299499999990E-007,0.1224303948201712E-009,-.6936798090497165E-010
0.2340215919999990E-007,0.1233574155583256E-009,-.6896309561828406E-010
0.2345132339999990E-007,0.1242757786515634E-009,-.6855798267432213E-010
0.2350048759999990E-007,0.1251854196455160E-009,-.6815266174896683E-010
0.2354965179999990E-007,0.1260862746989367E-009,-.6774715248707142E-010
0.2359881599999990E-007,0.1269782805863839E-009,-.6734147450150171E-010
0.2364798019999990E-007,0.1278613747039182E-009,-.6693564737217651E-010
0.2369714439999989E-007,0.1287354950729763E-009,-.6652969064511188E-010
