001-TIME,002-TempTra-001,003-TempTra-002,004-TempTra-003,005-TempVib001,006-TempVib002,007-XiVibMean001,008-XiVibMean002,009-TempRot001,010-TempRot002,011-TempTotal001,012-TempTotal002,013-TempTotal003
4.00000000000000E-007,5.03487328916769E+003,5.02996809844371E+003,5.03242070608126E+003,5.50247764833209E+003,4.54176163837076E+003,1.44629959399224E+000,1.54114139396173E+000,5.03275694121819E+003,5.02397285893474E+003,5.13912896160584E+003,4.91310995131032E+003,5.02612002208537E+003
4.05000000000000E-007,5.03110144971470E+003,5.03729043174780E+003,5.03419592524292E+003,5.48745221813622E+003,4.55690850776394E+003,1.44495424279161E+000,1.54253004855902E+000,5.03714725106960E+003,5.01413871370891E+003,5.13529110823597E+003,4.91695365335106E+003,5.02612292719722E+003
4.10000000000000E-007,5.02747768662131E+003,5.03096861160322E+003,5.02922314037600E+003,5.47865164027101E+003,4.57302827174154E+003,1.44416325471303E+000,1.54399877112466E+000,5.04195431496771E+003,5.01684295785972E+003,5.13308055159212E+003,4.91860449675552E+003,5.02584306091411E+003
4.15000000000000E-007,5.01509593329305E+003,5.03795027426135E+003,5.02652304658272E+003,5.46592159931871E+003,4.58526855750836E+003,1.44301514670124E+000,1.54510778983461E+000,5.05245194022718E+003,5.01485521079727E+003,5.12766128692819E+003,4.92402821251059E+003,5.02584525932442E+003
4.20000000000000E-007,5.01651442841127E+003,5.02650460646731E+003,5.02150949243822E+003,5.45676484940339E+003,4.59551616963179E+003,1.44218641247081E+000,1.54603215810390E+000,5.06289342700228E+003,5.01825384966139E+003,5.12947005028101E+003,4.92219355509474E+003,5.02583232141080E+003
4.25000000000000E-007,5.01092192062255E+003,5.03172253649359E+003,5.02132217650317E+003,5.44588382801555E+003,4.61045280578716E+003,1.44119845423083E+000,1.54737283766095E+000,5.05643989746549E+003,5.02120191217777E+003,5.12237670459966E+003,4.92894809490613E+003,5.02566288382059E+003
4.30000000000000E-007,5.01624022884809E+003,5.03270253493228E+003,5.02447134069219E+003,5.43722001804271E+003,4.62047521357670E+003,1.44040933910699E+000,1.54826803218378E+000,5.04905781962462E+003,5.01739856200123E+003,5.12058427999460E+003,4.93056158312298E+003,5.02557340710296E+003
4.35000000000000E-007,5.02492263561145E+003,5.03422785850151E+003,5.02957522376956E+003,5.42237298642283E+003,4.62995737581185E+003,1.43905192195902E+000,1.54911174481801E+000,5.04399956297538E+003,5.01255729811045E+003,5.11967347056988E+003,4.93198479109168E+003,5.02582960053392E+003
4.40000000000000E-007,5.03822952001403E+003,5.02732607079276E+003,5.03277782268999E+003,5.41143636780449E+003,4.64195080608411E+003,1.43804786014701E+000,1.55017443988531E+000,5.04490940886080E+003,5.00066509565975E+003,5.12366676721993E+003,4.92798202410310E+003,5.02582488537533E+003
4.45000000000000E-007,5.05506510290386E+003,5.02120477760800E+003,5.03813502499360E+003,5.39964692581970E+003,4.65567857653737E+003,1.43696152537740E+000,1.55138472572125E+000,5.03003842575043E+003,4.99758049455796E+003,5.12421224100820E+003,4.92743523773041E+003,5.02582423181657E+003
4.50000000000000E-007,5.05002151204689E+003,5.02620724655307E+003,5.03811443889673E+003,5.38986866382950E+003,4.66515909138535E+003,1.43605736317517E+000,1.55221679455772E+000,5.03240196088606E+003,4.99548238481546E+003,5.12037528249969E+003,4.93129666085829E+003,5.02583644486056E+003
4.55000000000000E-007,5.02549459948134E+003,5.04239336486128E+003,5.03394393988105E+003,5.37971161807781E+003,4.67498544716191E+003,1.43511513932655E+000,1.55307599092183E+000,5.02965287407063E+003,5.01062018333565E+003,5.10578201376800E+003,4.94562067677049E+003,5.02570174608342E+003
4.60000000000000E-007,5.03501579358197E+003,5.03123566133606E+003,5.03312573691904E+003,5.36765630593810E+003,4.68429438309888E+003,1.43399278517338E+000,1.55388693315256E+000,5.02992823916527E+003,5.01552393611524E+003,5.10757244720730E+003,4.94418335556929E+003,5.02587831028014E+003
